¬ Text file converted with loc_parser
{your_citizens_killed}						Eure getöteten Bürger:
{eastern_shadow_faction_body_barbarian}		Das Oströmische Reich leidet unter Unruhen! Die einst so große Macht ist gespalten und ein neuer Kaiser hat sich zum rechtmäßigen Herrscher ernannt! Viele 'Römer' des Ostens unterstützen ihn. Vielleicht gibt es in diesem Bürgerkrieg Profit zu holen ...
{eastern_shadow_faction_body_carthaginian}		Das Oströmische Reich leidet unter Unruhen! Die einst so große Macht ist gespalten und ein neuer Kaiser hat sich zum rechtmäßigen Herrscher ernannt! Viele 'Römer' des Ostens unterstützen ihn. Vielleicht gibt es in diesem Bürgerkrieg Profit zu holen ...
{eastern_shadow_faction_body_nomad}		Das Oströmische Reich leidet unter Unruhen! Die einst so große Macht ist gespalten und ein neuer Kaiser hat sich zum rechtmäßigen Herrscher ernannt! Viele 'Römer' des Ostens unterstützen ihn. Vielleicht gibt es in diesem Bürgerkrieg Profit zu holen ...
{eastern_shadow_faction_body_hun}			Das Oströmische Reich leidet unter Unruhen! Die einst so große Macht ist gespalten und ein neuer Kaiser hat sich zum rechtmäßigen Herrscher ernannt! Viele 'Römer' des Ostens unterstützen ihn. Vielleicht gibt es in diesem Bürgerkrieg Profit zu holen ...
{eastern_shadow_faction_body_eastern}		Das Römische Reich im Osten wird von Aufständen und Rebellion geplagt. Ein neuer Anführer beansprucht den Thron für sich. Vielleicht bietet sich uns die Möglichkeit, von der römischen Uneinigkeit zu profitieren!
{western_shadow_faction_body_roman}		Das westliche Reich wird von Aufständen derart geplagt, dass die Rebellen sich als wahre Erben des römischen Ruhmes auftun! Natürlich ist das Unsinn, doch die Rebellen wollen das bestehende westliche Reich vernichten und ersetzen!
{western_shadow_faction_body_barbarian}		Das Weströmische Reich leidet unter Unruhen! Die einst so große Macht ist gespalten und ein neuer Kaiser hat sich zum rechtmäßigen Herrscher ernannt! Viele Römer unterstützen ihn. Vielleicht gibt es in diesem Bürgerkrieg Profit zu holen ...
{western_shadow_faction_body_carthaginian}		Das Weströmische Reich leidet unter Unruhen! Die einst so große Macht ist gespalten und ein neuer Kaiser hat sich zum rechtmäßigen Herrscher ernannt! Viele Römer unterstützen ihn. Vielleicht gibt es in diesem Bürgerkrieg Profit zu holen ...
{western_shadow_faction_body_nomad}		Das Weströmische Reich leidet unter Unruhen! Die einst so große Macht ist gespalten und ein neuer Kaiser hat sich zum rechtmäßigen Herrscher ernannt! Viele Römer unterstützen ihn. Vielleicht gibt es in diesem Bürgerkrieg Profit zu holen ...
{western_shadow_faction_body_hun}			Das Weströmische Reich leidet unter Unruhen! Die einst so große Macht ist gespalten und ein neuer Kaiser hat sich zum rechtmäßigen Herrscher ernannt! Viele Römer unterstützen ihn. Vielleicht gibt es in diesem Bürgerkrieg Profit zu holen ...
{western_shadow_faction_body_eastern}		Das Römische Reich im Westen wird von Aufständen und Rebellion geplagt. Ein neuer Anführer beansprucht den Thron für sich. Vielleicht bietet sich uns die Möglichkeit, während alle Augen auf dieses Problem gerichtet sind, von der römischen Uneinigkeit zu profitieren!
{shadow_faction_destroyed_body_roman}		Der Aufstand, der dieses Volk plagte, wurde niedergeschlagen. Diese Seite ist wieder zu einem Volk vereint, doch hoffentlich geschwächt durch ihren Kampf, was uns auf lange Sicht nützlich sein könnte.
{shadow_faction_destroyed_body_barbarian}		Dieses Volk ist wieder vereint. Wir haben die Gelegenheit verpasst, von seinen internen Streitigkeiten zu profitieren, aber vielleicht ist es noch immer geschwächt!
{shadow_faction_destroyed_body_carthaginian}		Dieses Volk ist wieder vereint. Wir haben die Gelegenheit verpasst, von seinen internen Streitigkeiten zu profitieren, aber vielleicht ist es noch immer geschwächt!
{shadow_faction_destroyed_body_nomad}		Dieses Volk ist wieder vereint. Wir haben die Gelegenheit verpasst, von seinen internen Streitigkeiten zu profitieren, aber vielleicht ist es noch immer geschwächt!
{shadow_faction_destroyed_body_hun}		Diese wertlosen Narren haben etwas Weisheit bewiesen, indem sie sich wieder vereinten! Wir haben die Gelegenheit verpasst, von seinen internen Streitigkeiten zu profitieren, aber vielleicht ist es noch immer geschwächt!
{shadow_faction_destroyed_body_eastern}		Dieses Volk hat seinen Bürgerkrieg überwunden und ist wieder vereint. Von ihrer Uneinigkeit können wir nicht mehr profitieren, vielleicht aber von ihrer Schwäche nach dem Kampf.
{emergent_faction_appears_body_roman}		Eine neue Seite hat sich erhoben und muss nun als Nation behandelt werden, nicht mehr als Meute kriegerischer Rebellen. Vielleicht können wir von dieser Situation profitieren, indem wir sie zu unseren Verbündeten im Kampf gegen unsere Rivalen machen.
{emergent_faction_appears_body_barbarian}		Eine neue Seite ist erschienen - eine neue Nation, die es zu erobern gilt! Wenn wir sie nicht erobern können, können wir sie vielleicht als Verbündeten gegen unsere Rivalen gewinnen!
{emergent_faction_appears_body_carthaginian}		Eine neue Seite ist erschienen - eine neue Nation, die es zu erobern gilt! Wenn wir sie nicht erobern können, können wir sie vielleicht als Verbündeten gegen unsere Rivalen gewinnen!
{emergent_faction_appears_body_nomad}		Eine neue Seite ist erschienen - eine neue Nation, die es zu erobern gilt! Wenn wir sie nicht erobern können, können wir sie vielleicht als Verbündeten gegen unsere Rivalen gewinnen!
{emergent_faction_appears_body_hun}		Eine neue Seite ist erschienen - eine neue Nation, die es zu erobern gilt! Wenn wir sie nicht erobern können, können wir sie vielleicht als Verbündeten gegen unsere Rivalen gewinnen!
{emergent_faction_appears_body_eastern}		Eine neue Seite hat sich erhoben und muss nun als Nation behandelt werden, nicht mehr als Rebellen. Vielleicht können wir von dieser Situation profitieren, indem wir sie zu unseren Verbündeten im Kampf gegen unsere Rivalen machen.
{new_barbarian_horde_body_roman}			Diese Seite wurde gezwungen, aus ihrer Heimat zu fliehen, wobei sie ihre Frauen, Kinder und ihr Hab und Gut mitnahmen. Hoffentlich werden sie vernüntig genug sein, kein Asyl oder eine neue Heimat in römischen Gefilden zu suchen!
{new_barbarian_horde_body_barbarian}		Diese Menschen laufen um ihr Leben! Ihre Heimat ist gefallen und sie müssen sich nun nach neuen Ländereien umsehen. Das ganze Volk, vom jüngsten Säugling zur ältesten Weisen, ist unterwegs!
{new_barbarian_horde_body_carthaginian}		Diese Menschen laufen um ihr Leben! Ihre Heimat ist gefallen und sie müssen sich nun nach neuen Ländereien umsehen. Das ganze Volk, vom jüngsten Säugling zur ältesten Weisen, ist unterwegs!
{new_barbarian_horde_body_nomad}			Diese Menschen laufen um ihr Leben! Ihre Heimat ist gefallen und sie müssen sich nun nach neuen Ländereien umsehen. Das ganze Volk, vom jüngsten Säugling zur ältesten Weisen, ist unterwegs!
{new_barbarian_horde_body_hun}			Dieser Abschaum rennt um sein Leben! Ihre Heimat ist gefallen und sie müssen sich nun nach neuen Ländereien umsehen. Das ganze Volk, vom jüngsten Säugling zur ältesten Weisen, ist unterwegs!
{new_barbarian_horde_body_eastern}		Dieses Volk musste mit Weib, Kind, Herde, Hab und Gut flüchten. Nichts wurde für die Eroberer zurückgelassen! Doch nun müssen sie weit und schnell reisen, um eine neue Heimat zu finden.
{horde_settles_body_roman}			Diese Seite hat sich in einer neuen Heimat niedergelassen, die sie dem geschwächten Griff der dort Ansässigen entrissen hat, und könnte nun wieder zu einer Bedrohung werden. Da es nun eine Heimat hat, will das Volk seine Grenzen ausweiten ... doch auf wessen Kosten?
{horde_settles_body_barbarian}			Diese Menschen haben sich in einer neuen Heimat niedergelassen und ihre Herden grasen friedlich in den Landen, die ihre Krieger erobert haben.  
{horde_settles_body_carthaginian}			Diese Menschen haben sich in einer neuen Heimat niedergelassen und ihre Herden grasen friedlich in den Landen, die ihre Krieger erobert haben.  
{horde_settles_body_nomad}			Diese Menschen haben sich in einer neuen Heimat niedergelassen und ihre Herden grasen friedlich in den Landen, die ihre Krieger erobert haben.  
{horde_settles_body_hun}				Diese Menschen haben sich in einer neuen Heimat niedergelassen und ihre Herden grasen friedlich in den Landen, die ihre Krieger erobert haben. Doch diese Gefilde sähen besser aus, wenn die Banner der Hunnen sie zieren würden.
{horde_settles_body_eastern}			Diese Menschen haben sich in einer neuen Heimat niedergelassen und ihre Herden grasen friedlich in den Landen, die ihre Krieger erobert haben.  
{horde_in_your_region_body_roman}			Eine Horde ungewaschener Barbaren ist in römischen Gefilden eingetroffen und hat ihre heulenden Frauen und Kinder sowie ihr dreckiges Vieh mitgebracht. Vielleicht sollten wir sie anregen, weiterzuziehen und jemand anderes zu belästigen.
{horde_in_your_region_body_barbarian}		Diese Menschen sind in Eure Lande gezogen und könnten vorhaben, sich dort niederzulassen! Sollten sie das tun, so rauben diese Außenseiter unserem Volk das Land, die Freiheit und die Heimat!
{horde_in_your_region_body_carthaginian}		Diese Menschen sind in Eure Lande gezogen und könnten vorhaben, sich dort niederzulassen! Sollten sie das tun, so rauben diese Außenseiter unserem Volk das Land, die Freiheit und die Heimat!
{horde_in_your_region_body_nomad}			Diese Menschen sind in Eure Lande gezogen und könnten vorhaben, sich dort niederzulassen! Sollten sie das tun, so rauben diese Außenseiter unserem Volk das Land, die Freiheit und die Heimat!
{horde_in_your_region_body_hun}			Dieser Abschaum ist in unsere Lande gezogen und könnte vorhaben, sich dort niederzulassen! Sollten sie das tun, so rauben diese Außenseiter unserem Volk alles! 
{horde_in_your_region_body_eastern}		Eine dreckige Horde ungewaschener Barbaren ist in unseren Gefilden eingetroffen und hat ihre heulenden Frauen und Kinder sowie ihr lärmendes Vieh mitgebracht. Vielleicht sollten wir sie anregen, weiterzuziehen und sich andernorts niederzulassen!
{city_sacked_body_roman}				Diese Stadt wurde vollkommen ausgeplündert, ihre eleganten Gebäude niedergerissen und jeder Schatz, der nich nagelfest war, zertrümmert oder gestohlen. Die Bürger sind geflohen oder haben sich versteckt und alles Gute wurde vernichtet!
{city_sacked_body_barbarian}			Diese Stadt liegt in Trümmern! Ihre Bewohner wurden niedergestreckt, haben sich versteckt oder sind vor den Eroberern geflohen! Jeder Schatz wurde gestohlen, jeder Altar zerstört! Nichts Wertvolles bleibt zurück!
{city_sacked_body_carthaginian}			iese Stadt liegt in Trümmern! Ihre Bewohner wurden niedergestreckt, haben sich versteckt oder sind vor den Eroberern geflohen! Jeder Schatz wurde gestohlen, jeder Altar zerstört! Nichts Wertvolles bleibt zurück!
{city_sacked_body_nomad}				iese Stadt liegt in Trümmern! Ihre Bewohner wurden niedergestreckt, haben sich versteckt oder sind vor den Eroberern geflohen! Jeder Schatz wurde gestohlen, jeder Altar zerstört! Nichts Wertvolles bleibt zurück!
{city_sacked_body_hun}				iese Stadt liegt in Trümmern! Ihre Bewohner wurden niedergestreckt, haben sich versteckt oder sind vor den Eroberern geflohen! Jeder Schatz wurde gestohlen, jeder Altar zerstört! Nichts Wertvolles bleibt zurück!
{city_sacked_body_eastern}				Diese Stadt wurde vollkommen ausgeplündert, ihre eleganten Gebäude niedergerissen und jeder Schatz zertrümmert oder gestohlen. Die Bürger sind geflohen oder haben sich versteckt und alles Gute wurde vernichtet!
{dominant_religion_body_roman}			Dieser Religion gehören nun die meisten Menschen in diesem Reich an.
{dominant_religion_body_barbarian}			Dieser Religion gehören nun die meisten Menschen in Eurem Reich an. Wieder einmal sehen die Menschen die Welt und das Jenseits anders ...
{dominant_religion_body_carthaginian}		Dieser Religion gehören nun die meisten Menschen in Eurem Reich an. Wieder einmal sehen die Menschen die Welt und das Jenseits anders ...
{dominant_religion_body_nomad}			Dieser Religion gehören nun die meisten Menschen in Eurem Reich an. Wieder einmal sehen die Menschen die Welt und das Jenseits anders ...
{dominant_religion_body_hun}			Dieser Religion gehören nun die meisten Menschen in Eurem Reich an. Wieder einmal sehen die Menschen die Welt und das Jenseits anders ...
{dominant_religion_body_eastern}			Dieser Religion gehören nun die meisten Menschen in Eurem Reich an. Wieder einmal sehen die Menschen die Welt und das Jenseits anders ...
{roman_empire_reunited_body_roman}		Das West- und das Oströmische Reich sind zu einer großen Macht vereint worden, der Traum eines jeden Kaisers seit Konstantin hat sich erfüllt! Nun können alle Römer auf ihren einen mächtigen Beschützer schauen und wissen, dass das Reich in guten Händen ist!
{roman_empire_reunited_body_barbarian}		Den schwächlichen Römern ist es gelungen, ihr gespaltenes Reich zu vereinen! Dies ist ein finsterer Tag für alle, die ihre Freiheit schätzen, überall hinzugehen und sich zu nehmen, was sie wollen!
{roman_empire_reunited_body_carthaginian}		Den schwächlichen Römern ist es gelungen, ihr gespaltenes Reich zu vereinen! Dies ist ein finsterer Tag für alle, die ihre Freiheit schätzen, überall hinzugehen und sich zu nehmen, was sie wollen!
{roman_empire_reunited_body_nomad}		Den schwächlichen Römern ist es gelungen, ihr gespaltenes Reich zu vereinen! Dies ist ein finsterer Tag für alle, die ihre Freiheit schätzen, überall hinzureiten und sich zu nehmen, was sie wollen!
{roman_empire_reunited_body_hun}			Den schwächlichen Römern ist es gelungen, ihr gespaltenes Reich zu vereinen! Dies ist ein finsterer Tag für alle, die ihre Freiheit schätzen, überall hinzureiten und sich zu nehmen, was sie wollen!
{roman_empire_reunited_body_eastern}		Es ist ein finsterer Tag - das Römische Reich wurde wiedervereint! Da die Römer nun nicht mehr gespalten sind, werden sie ihre volle Kraft vielleicht gegen uns wenden!

{settlement_razed_body_roman}			Eure Truppen haben diesen Ort dem Erdboden gleichgemacht. Falls ein Stein auf dem anderen bleibt, dann nur deshalb, weil Eure Männer keine Lust mehr haben. Sie sind das Plündern und die Zerstörung leid!
{settlement_razed_body_barbarian}			Unsere Krieger haben diesen Ort dem Erdboden gleichgemacht. Es ist kaum etwas zurückgeblieben, was stehlenswert wäre, und nichts mehr zu töten! Machen wir uns auf die Suche nach neuen Opfern und neuen Siegen!
{settlement_razed_body_carthaginian}		Falls in diesem Ort noch etwas zurückgeblieben ist, dann nur deshalb, weil unsere Krieger zu müde sind, es fortzutragen, zu töten oder niederzustrecken. Die Siedlung wurde dem Erdboden gleichgemacht!
{settlement_razed_body_nomad}			Unsere Krieger haben ihre Arbeit gut gemacht! Es ist nichts Wertvolles zurückgeblieben - alles, was man stehlen oder zerstören kann, hat unter unseren Männern gelitten!
{settlement_razed_body_hun}			Gibt es einen süßeren Duft als den einer brennenden Stadt im Morgenwind? Unsere Männer haben alles geraubt, was es sich zu stehlen lohnte, alle getötet und alles zerstört.
{settlement_razed_body_eastern}			Eure Truppen sind des Gemetzels und Diebstahls an diesem Ort überdrüssig. Es müsste einem Wunder gleichen, sollte im Staub noch etwas liegen, das es sich zu stehlen lohnt! 

{your_citizens_killed}				Eure getöteten Bürger:
{your_soldiers_killed}				Eure getöteten Soldaten:
{your_buildings_damaged}				Eure beschädigten Gebäude:

{rebels_victorious_body_roman}			Sic transit gloria mundi. Die alter Ordnung wurde vernichtet und neue Herrscher halten die Macht über dieses Volk in Händen. Ein erfolgreicher Rebell ist natürlich ein Retter, kein Revolutionär!
{rebels_victorious_body_barbarian}			Ein neuer Kriegsherr hat die Macht über dieses Volk an sich gerissen und den alten Adel dabei vernichtet. Nun wird sich zeigen, ob einstige Rebellen weise Herrscher sein können, wenn sie die Macht besitzen ...
{rebels_victorious_body_carthaginian}			Das Schicksal hat zugeschlagen. Die Rebellen haben gesiegt und die alten Herren dieses Volkes niedergestreckt. Nun müssen wir uns den neuen Herren unterwerfen und abwarten, was sich verändert hat ...
