¬ Text file converted with loc_parser							
{your_citizens_killed}					Cittadini uccisi:		
{your_machine_needs_upgrading_ai_to_reinforce_body_hun}		Gli alleati del nemico sembrano averlo abbandonato! I suoi rinforzi non sono ancora giunti in battaglia! E sia, è forse meglio, un vero guerriero odia scontrarsi con le donnicciole!			
{your_machine_needs_upgrading_ai_to_reinforce_body_nomad}		Gli alleati del nemico sembrano averlo abbandonato! I suoi rinforzi non sono ancora giunti in battaglia! E sia, è forse meglio, un vero guerriero odia scontrarsi con le donnicciole!			
{your_machine_needs_upgrading_body_hun}		I tuoi rinforzi non si sono visti! Potrebbero non arrivare in tempo, quindi preparati, come un vero guerriero, ad affrontare il nemico da solo e senza paura!			
{your_machine_needs_upgrading_body_nomad}	I tuoi rinforzi non si sono visti! Potrebbero non arrivare in tempo, quindi preparati, come un vero guerriero, ad affrontare il nemico da solo e senza paura!				
					
¬New Messages					
{new_eastern_emperor_body_roman}			Al trono dell'Impero Romano d'Oriente è salito un nuovo Augusto. Possa egli dimostrarsi giusto e misericordioso, e affermare il dominio di Roma nell'est!		
{new_eastern_emperor_body_barbarian}		I "Romani" dell'Impero d'Oriente hanno un nuovo imperatore. Si fa chiamare "Augusto", come se il titolo soltanto lo rendesse valoroso e temibile! A dispetto del nome, è un debole rammollito!			
{new_eastern_emperor_body_carthaginian}		I "Romani" dell'Impero d'Oriente hanno un nuovo imperatore. Si fa chiamare "Augusto", come se il titolo soltanto lo rendesse valoroso e temibile! A dispetto del nome, è pur debole di poco peso!			
{new_eastern_emperor_body_nomad}		I "Romani" d'Oriente hanno un nuovo imperatore. Si fa chiamare "Augusto", come se il titolo soltanto lo rendesse valoroso e temibile! A dispetto del nome, è pur sempre un debole rammollito che le nostre armate schiacceranno!			
{new_eastern_emperor_body_hun}			Quei pazzi decadenti dei "Romani" d'Oriente hanno scelto un nuovo imperatore, ma chiamarlo "Augusto" non lo renderà più degno di rispetto. Un tale uomo dovrebbe avere spalle forti e testa alta, ma nulla di ciò abbonda tra quella gente!		
{new_eastern_emperor_body_eastern}		L'Impero Romano d'Oriente ha un nuovo imperatore che si fregia del titolo di "Augusto", come se la parola soltanto lo rendesse meritevole. Forse sarà un degno avversario...			
{new_western_emperor_body_roman}		Sul trono dell'Impero Romano d'Occidente siede un nuovo Augusto. Possa egli dimostrarsi giusto e misericordioso, e affermare il dominio di Roma nel mondo!			
{new_western_emperor_body_barbarian}		I Romani d'Occidente hanno un nuovo imperatore. Si fa chiamare "Augusto", come se il titolo lo rendesse temibile! Ma morirà trafitto da una lama come qualunque altro uomo!			
{new_western_emperor_body_carthaginian}		I Romani d'Occidente hanno un nuovo imperatore. Si fa chiamare "Augusto", come se il titolo lo rendesse temibile! Ma morirà trafitto da una lama come qualunque altro uomo!			
{new_western_emperor_body_nomad}		I decadenti Romani d'Occidente hanno un nuovo imperatore. Si fa chiamare "Augusto", come se il titolo lo rendesse temibile! Ma morirà trafitto da una lama come qualunque altro uomo!			
{new_western_emperor_body_hun}			Quegli smidollati dei Romani hanno scelto un nuovo imperatore per quel loro Impero d'Occidente, ma chiamarlo "Augusto" non gli fa guadagnare il nostro rispetto. Un imperatore dovrebbe avere spalle larghe e fronte alta, cose che ben pochi Romani hanno!		
{new_western_emperor_body_eastern}		Nell'Impero d'Occidente c'è qualcun altro che se ne va in giro impettito e si fa chiamare "Augusto". Forse sarà un degno avversario, forse solo uno dei tanti nemici sconfitti nella nostra marcia trionfale...			
{new_eastern_ceasar_body_roman}			Un nuovo erede, un nuovo Cesare, siede ai piedi del trono dell'Impero Romano d'Oriente. Negli anni a venire sarà di certo un comandante valoroso e consoliderà il potere romano in Oriente!		
{new_eastern_ceasar_body_barbarian}		I "Romani" dell'est hanno scelto un nuovo erede al trono. Si fa chiamare "Cesare", colui che fu assassinato dagli stessi Romani! Forse capiterà lo stesso anche a lui...			
{new_eastern_ceasar_body_carthaginian}		L'Impero Romano d'Oriente ha un nuovo erede al trono, un uomo che si fa chiamare "Cesare"! Forse pensa che moriremo tutti di paura a sentire questo temibile nome!			
{new_eastern_ceasar_body_nomad}			L'Impero Romano d'Oriente ha un nuovo erede al trono, un uomo che si fa chiamare "Cesare"! Forse pensa che moriremo tutti di paura a sentire questo temibile nome!		
{new_eastern_ceasar_body_hun}			L'Impero Romano d'Oriente ha un nuovo erede, che si fa chiamare "Cesare" fingendo di essere il grande condottiero del passato! Scelga il titolo che più gli piace, verrà trafitto da una freccia come chiunque altro, e schiacciato dalla nostra orda vittoriosa!		
{new_eastern_ceasar_body_eastern}			C'è un nuovo erede al trono dell'Impero Romano d'Oriente. Si atteggia a "Cesare" pensando che il grande Giulio Cesare, suo antenato, lo approverebbe. Forse, proprio come Giulio Cesare, farà una brutta fine...		
{new_western_ceasar_body_roman}			Un nuovo erede, un nuovo Cesare, siede ai piedi del trono dell'Impero Romano d'Occidente. Negli anni a venire sarà di certo un comandante valoroso e consoliderà il potere romano nel mondo!		
{new_western_ceasar_body_barbarian}		Nell'Impero Romano d'Occidente hanno un altro erede al trono. Si fa chiamare "Cesare" come l'uomo assassinato dagli stessi Romani. Forse anche questo farà la stessa fine...			
{new_western_ceasar_body_carthaginian}		L'Impero Romano d'Occidente ha un nuovo erede al trono, un uomo che si fa chiamare "Cesare"! Forse pensa che moriremo di paura sentendo il nome di un condottiero morto centinaia di anni fa!			
{new_western_ceasar_body_nomad}			L'Impero Romano d'Occidente ha un nuovo erede al trono, un uomo che si fa chiamare "Cesare"! Forse pensa che moriremo di paura sentendo il nome di un condottiero morto centinaia di anni fa!		
{new_western_ceasar_body_hun}			Quegli smidollati di Roma hanno un nuovo erede al trono. Per qualche ragione, pensa che il titolo di "Cesare" dovrebbe farci paura! Forse dovremmo insegnargli il significato della parola "paura"!		
{new_western_ceasar_body_eastern}			C'è un nuovo erede al trono dell'Impero Romano d'Occidente. Si atteggia a "Cesare" imitando il suo famoso antenato di tanti secoli fa, Giulio Cesare. Forse anche lui farà una brutta fine...		
{shadow_faction_appears_body_roman}		Questa nazione è stata squarciata dalla discordia e l'insurrezione l'ha spezzata in due. Forse possiamo approfittare della lotta di costoro, che si stanno straziando con le loro stesse mani!			
{shadow_faction_appears_body_barbarian}		Questo popolo è nei guai. Non più unito, si è diviso in due fazioni armate l'una contro l'altra. Forse un popolo astuto può trarre vantaggio da questa situazione...			
{shadow_faction_appears_body_carthaginian}		Questa gente si è divisa in due fazioni, e ciascuna proclama la propria supremazia. Forse, in questo frangente, un popolo più unito può approfittare delle sciagure altrui...			
{shadow_faction_appears_body_nomad}		Questo popolo è nei guai. Non più unito, si è diviso in due fazioni armate l'una contro l'altra. Forse un popolo astuto può trarre vantaggio da questa situazione...			
{shadow_faction_appears_body_hun}			Questo popolo è nei guai. Non più unito, si è diviso in due fazioni armate l'una contro l'altra. Forse un popolo astuto può trarre vantaggio da questa situazione...		
{shadow_faction_appears_body_eastern}		Questo popolo inquieto è schiacciato da sciagure. Lacerato dall'insurrezione, non è più una nazione sola, ma due, che si scagliano l'una alla gola dell'altra. Forse un popolo più unito potrebbe approfittare della confusione che accompagna una guerra civile...			
{eastern_shadow_faction_body_roman}		L'Impero d'Oriente è agitato da una tale insurrezione che i ribelli proclamano di essere i veri eredi della gloria di Roma! È un'ovvia sciocchezza, essi vogliono solo abbattere il potere imperiale per poterlo rimpiazzare con il proprio!			
{eastern_shadow_faction_body_barbarian}		L'Impero Romano d'Oriente è scosso da tumulti! Una potenza un tempo unita si è divisa, e un nuovo imperatore si proclama l'unico ad avere il diritto di regnare! Molti dei "Romani" dell'est lo appoggiano. Forse questa guerra civile potrebbe rivelarsi vantaggiosa...			
{eastern_shadow_faction_body_carthaginian}		L'Impero Romano d'Oriente è scosso da tumulti! Una potenza un tempo unita si è divisa, e un nuovo imperatore si proclama l'unico ad avere il diritto di regnare! Molti dei "Romani" dell'est lo appoggiano. Forse questa guerra civile potrebbe rivelarsi vantaggiosa...			
{eastern_shadow_faction_body_nomad}		L'Impero Romano d'Oriente è scosso da tumulti! Una potenza un tempo unita si è divisa, e un nuovo imperatore si proclama l'unico ad avere il diritto di regnare! Molti dei "Romani" dell'est lo appoggiano. Forse questa guerra civile potrebbe rivelarsi vantaggiosa...			
{eastern_shadow_faction_body_hun}			L'Impero Romano d'Oriente è scosso da tumulti! Una potenza un tempo unita si è divisa, e un nuovo imperatore si proclama l'unico ad avere il diritto di regnare! Molti dei "Romani" dell'est lo appoggiano. Forse questa guerra civile potrebbe rivelarsi vantaggiosa...		
{eastern_shadow_faction_body_eastern}		L'Impero Romano d'Oriente è scosso da insurrezioni e ribellioni. Un nuovo capo si è levato e ha reclamato per sé il trono. Forse possiamo approfittare della discordia che lacera i "Romani"!			
{western_shadow_faction_body_roman}		L'Impero d'Occidente è lacerato da un'insurrezione così vasta che i ribelli hanno proclamato di essere i veri eredi della gloria di Roma! È un'ovvia sciocchezza, i ribelli vogliono soltanto sovvertire l'ordine costituito in Occidente per imporre il proprio!			
{western_shadow_faction_body_barbarian}		L'Impero Romano d'Occidente è scosso da tumulti! Una potenza un tempo unita si è divisa, e un nuovo imperatore si proclama l'unico ad avere il diritto di regnare! Molti dei Romani d'Occidente lo appoggiano. Forse la guerra civile altrui potrebbe rivelarsi vantaggiosa...			
{western_shadow_faction_body_carthaginian}		L'Impero Romano d'Occidente è scosso da tumulti! Una potenza un tempo unita si è divisa, e un nuovo imperatore si proclama l'unico ad avere il diritto di regnare! Molti dei Romani d'Occidente lo appoggiano. Forse questa guerra civile potrebbe rivelarsi vantaggiosa...			
{western_shadow_faction_body_nomad}		L'Impero Romano d'Occidente è scosso da tumulti! Una potenza un tempo unita si è divisa, e un nuovo imperatore si proclama l'unico ad avere il diritto di regnare! Molti dei Romani d'Occidente lo appoggiano. Forse c'è un vantaggio nella guerra civile altrui...			
{western_shadow_faction_body_hun}			L'Impero Romano d'Occidente sta cadendo a pezzi! Una potenza un tempo unita si è divisa, e un nuovo imperatore si proclama l'unico ad avere il diritto di regnare! Molti dei Romani d'Occidente lo appoggiano. Forse c'è un vantaggio nella guerra civile altrui...		
{western_shadow_faction_body_eastern}		L'Impero Romano d'Occidente è scosso da insurrezioni e ribellioni. Un nuovo capo si è levato e ha reclamato per sé il trono. Forse, mentre tutti sono affaccendati con questa nuova crisi, abbiamo la possibilità di approfittare della discordia tra i Romani...			
{shadow_faction_destroyed_body_roman}		La discordia che lacerava questo popolo è solo un ricordo. Questa fazione è di nuovo un popolo solo, sebbene indebolito, si spera, dalla lotta; di ciò dovremmo approfittare...			
{shadow_faction_destroyed_body_barbarian}		Questo popolo è ancora una volta unito. Abbiamo perso la possibilità di approfittare delle discordie interne, ma forse è ancora indebolito dalla lotta!			
{shadow_faction_destroyed_body_carthaginian}		Questo popolo è ancora una volta unito. Abbiamo perso la possibilità di approfittare delle discordie interne, ma forse è ancora indebolito dalla lotta!			
{shadow_faction_destroyed_body_nomad}		Questo popolo è ancora una volta unito. Abbiamo perso la possibilità di approfittare delle discordie interne, ma forse è ancora indebolito dalla lotta!			
{shadow_faction_destroyed_body_hun}		Questi inutili pazzi un po' di senno ce l'hanno, e si sono riappacificati! Abbiamo perso la possibilità di approfittare delle discordie interne, ma forse è ancora indebolito dalla lotta!			
{shadow_faction_destroyed_body_eastern}		Questa gente è riuscita a superare il flagello della guerra civile e ora è di nuovo unita. La possibilità di approfittare dei suoi dissidi è scomparsa, ma non anche quella di sfruttare la sua attuale debolezza...			
{emergent_faction_appears_body_roman}		Una nuova fazione si è levata e deve essere trattata come una nazione vera e propria più che come una massa di chiassosi ribelli. Forse possiamo trarre vantaggio da questa situazione facendoceli amici e dirigendoli contro i nostri rivali...			
{emergent_faction_appears_body_barbarian}		Una nuova fazione è comparsa: una nuova nazione da conquistare! Oppure, se non possiamo conquistarli, forse potremo usarli come alleati contro i nostri nemici!			
{emergent_faction_appears_body_carthaginian}		Una nuova fazione è comparsa: una nuova nazione da conquistare! Oppure, se non possiamo conquistarli, forse potremo usarli come alleati contro i nostri nemici!			
{emergent_faction_appears_body_nomad}		Una nuova fazione è comparsa: una nuova nazione da conquistare! Oppure, se non possiamo conquistarli, forse potremo usarli come alleati contro i nostri nemici!			
{emergent_faction_appears_body_hun}		Una nuova fazione è comparsa: una nuova nazione da passare a fil di spada! Oppure, se non possiamo conquistarli, forse potremo usarli come alleati contro i nostri nemici!			
